ngpus:n:time
2:65536:0.000175
2:65536:0.000236
2:65536:0.000238
2:65536:0.000236
2:65536:0.000238
2:65536:0.000174
2:65536:0.000238
2:65536:0.000229
2:65536:0.000237
2:65536:0.000380
2:131072:0.000243
2:131072:0.000235
2:131072:0.000235
2:131072:0.000238
2:131072:0.000304
2:131072:0.000307
2:131072:0.000235
2:131072:0.000238
2:131072:0.000304
2:131072:0.000304
2:131072:0.000468
2:262144:0.000367
2:262144:0.000390
2:262144:0.000390
2:262144:0.000393
2:262144:0.000391
2:262144:0.000394
2:262144:0.000390
2:262144:0.000398
2:262144:0.000390
2:262144:0.000391
2:262144:0.000563
2:524288:0.000630
2:524288:0.000627
2:524288:0.000626
2:524288:0.000635
2:524288:0.000786
2:524288:0.000631
2:524288:0.000626
2:524288:0.000628
2:524288:0.000626
2:524288:0.000581
2:524288:0.000629
2:1048576:0.001111
2:1048576:0.001235
2:1048576:0.001109
2:1048576:0.001088
2:1048576:0.001111
2:1048576:0.001111
2:1048576:0.001108
2:1048576:0.001086
2:1048576:0.001109
2:1048576:0.001109
2:1048576:0.001112
2:2097152:0.001937
2:2097152:0.001915
2:2097152:0.001934
2:2097152:0.001922
2:2097152:0.001933
2:2097152:0.001926
2:2097152:0.001941
2:2097152:0.001943
2:2097152:0.001909
2:2097152:0.001940
2:2097152:0.001902
2:4194304:0.003714
2:4194304:0.003668
2:4194304:0.003710
2:4194304:0.003675
2:4194304:0.003710
2:4194304:0.003676
2:4194304:0.003710
2:4194304:0.003674
2:4194304:0.003710
2:4194304:0.003677
2:4194304:0.003667
2:8388608:0.007195
2:8388608:0.007270
2:8388608:0.007271
2:8388608:0.007204
2:8388608:0.007270
2:8388608:0.007273
2:8388608:0.007271
2:8388608:0.007274
2:8388608:0.007215
2:8388608:0.007271
2:8388608:0.007276
2:16777216:0.014327
2:16777216:0.014319
2:16777216:0.014361
2:16777216:0.014326
2:16777216:0.014361
2:16777216:0.014782
2:16777216:0.014351
2:16777216:0.014363
2:16777216:0.014327
2:16777216:0.014361
2:16777216:0.014447
4:8192:0.000286
4:8192:0.000296
4:8192:0.000254
4:8192:0.000250
4:8192:0.000251
4:8192:0.000283
4:8192:0.000241
4:8192:0.000226
4:8192:0.000252
4:8192:0.000235
4:8192:0.000259
4:16384:0.000264
4:16384:0.000333
4:16384:0.000256
4:16384:0.000289
4:16384:0.000241
4:16384:0.000261
4:16384:0.000229
4:16384:0.000236
4:16384:0.000238
4:16384:0.000229
4:16384:0.000230
4:32768:0.000201
4:32768:0.000201
4:32768:0.000249
4:32768:0.000183
4:32768:0.000186
4:32768:0.000204
4:32768:0.000188
4:32768:0.000185
4:32768:0.000209
4:32768:0.000189
4:32768:0.000204
4:65536:0.000189
4:65536:0.000191
4:65536:0.000203
4:65536:0.000243
4:65536:0.000185
4:65536:0.000193
4:65536:0.000194
4:65536:0.000179
4:65536:0.000181
4:65536:0.000187
4:65536:0.000193
4:131072:0.000315
4:131072:0.000191
4:131072:0.000187
4:131072:0.000244
4:131072:0.000188
4:131072:0.000420
4:131072:0.000190
4:131072:0.000194
4:131072:0.000242
4:131072:0.000194
4:131072:0.000250
4:262144:0.000345
4:262144:0.000387
4:262144:0.000365
4:262144:0.000330
4:262144:0.000353
4:262144:0.000349
4:262144:0.000358
4:262144:0.000348
4:262144:0.000323
4:262144:0.000337
4:262144:0.000328
4:524288:0.000431
4:524288:0.000809
4:524288:0.000411
4:524288:0.000420
4:524288:0.000442
4:524288:0.000436
4:524288:0.000427
4:524288:0.000403
4:524288:0.000408
4:524288:0.000888
4:524288:0.000425
4:1048576:0.000643
4:1048576:0.000648
4:1048576:0.000635
4:1048576:0.000632
4:1048576:0.000652
4:1048576:0.000647
4:1048576:0.000652
4:1048576:0.000632
4:1048576:0.000635
4:1048576:0.000643
4:1048576:0.000645
4:2097152:0.001149
4:2097152:0.001147
4:2097152:0.001121
4:2097152:0.001106
4:2097152:0.001120
4:2097152:0.001145
4:2097152:0.001147
4:2097152:0.001148
4:2097152:0.001120
4:2097152:0.001132
4:2097152:0.001147
4:4194304:0.002106
4:4194304:0.001983
4:4194304:0.001978
4:4194304:0.001982
4:4194304:0.002039
4:4194304:0.001980
4:4194304:0.001962
4:4194304:0.001948
4:4194304:0.002043
4:4194304:0.001973
4:4194304:0.001991
4:8388608:0.003729
4:8388608:0.003683
4:8388608:0.003729
4:8388608:0.003734
4:8388608:0.003735
4:8388608:0.003725
4:8388608:0.003705
4:8388608:0.003718
4:8388608:0.003733
4:8388608:0.003693
4:8388608:0.003904
4:16777216:0.007276
4:16777216:0.007276
4:16777216:0.007275
4:16777216:0.007287
4:16777216:0.007289
4:16777216:0.007283
4:16777216:0.007276
4:16777216:0.007277
4:16777216:0.007280
4:16777216:0.007258
4:16777216:0.007324
8:8192:0.000393
8:8192:0.000359
8:8192:0.000338
8:8192:0.000344
8:8192:0.000313
8:8192:0.000297
8:8192:0.000287
8:8192:0.000306
8:8192:0.000375
8:8192:0.000318
8:8192:0.000294
8:16384:0.000446
8:16384:0.000304
8:16384:0.000308
8:16384:0.000349
8:16384:0.000332
8:16384:0.000261
8:16384:0.000323
8:16384:0.000311
8:16384:0.000361
8:16384:0.000333
8:16384:0.000345
8:32768:0.000344
8:32768:0.000370
8:32768:0.000311
8:32768:0.000317
8:32768:0.000342
8:32768:0.000334
8:32768:0.000344
8:32768:0.000332
8:32768:0.000319
8:32768:0.000331
8:32768:0.000294
8:65536:0.000419
8:65536:0.000379
8:65536:0.000338
8:65536:0.000290
8:65536:0.000332
8:65536:0.000353
8:65536:0.000313
8:65536:0.000348
8:65536:0.000353
8:65536:0.000365
8:65536:0.000317
8:131072:0.000341
8:131072:0.000315
8:131072:0.000271
8:131072:0.000293
8:131072:0.000248
8:131072:0.000262
8:131072:0.000314
8:131072:0.000307
8:131072:0.000504
8:131072:0.000368
8:131072:0.000280
8:262144:0.000457
8:262144:0.000384
8:262144:0.000468
8:262144:0.000337
8:262144:0.000380
8:262144:0.000350
8:262144:0.000492
8:262144:0.000309
8:262144:0.000312
8:262144:0.000372
8:262144:0.000366
8:524288:0.000406
8:524288:0.000397
8:524288:0.000411
8:524288:0.000600
8:524288:0.000392
8:524288:0.000639
8:524288:0.000406
8:524288:0.000400
8:524288:0.000367
8:524288:0.000394
8:524288:0.000319
8:1048576:0.000581
8:1048576:0.000791
8:1048576:0.000595
8:1048576:0.000472
8:1048576:0.000468
8:1048576:0.000468
8:1048576:0.000486
8:1048576:0.000479
8:1048576:0.000478
8:1048576:0.000565
8:1048576:0.000484
8:2097152:0.000836
8:2097152:0.000816
8:2097152:0.000837
8:2097152:0.000833
8:2097152:0.000833
8:2097152:0.000835
8:2097152:0.000823
8:2097152:0.000845
8:2097152:0.000823
8:2097152:0.000819
8:2097152:0.000839
8:4194304:0.001194
8:4194304:0.001171
8:4194304:0.001159
8:4194304:0.001173
8:4194304:0.001177
8:4194304:0.001185
8:4194304:0.001160
8:4194304:0.001157
8:4194304:0.001151
8:4194304:0.001154
8:4194304:0.001143
8:8388608:0.002787
8:8388608:0.002723
8:8388608:0.002707
8:8388608:0.002717
8:8388608:0.002735
8:8388608:0.002733
8:8388608:0.002729
8:8388608:0.002694
8:8388608:0.002690
8:8388608:0.002789
8:8388608:0.002705
8:8388608:0.002715
8:8388608:0.002742
8:16777216:0.004768
8:16777216:0.004775
8:16777216:0.004850
8:16777216:0.005108
8:16777216:0.004822
8:16777216:0.004859
8:16777216:0.004757
8:16777216:0.004770
8:16777216:0.004850
8:16777216:0.004761
8:16777216:0.004778
8:16777216:0.004846
8:16777216:0.004756
